[zipcode=]충북 제천시 강제동 강저휴먼시아2단지아파트 (201∼205동) 49800 ]
[zipcode=]충북 제천시 강제동 강저휴먼시아3단지아파트 (301∼309동) 49801 ]
[zipcode=]충북 제천시 강제동  49802 ]
[zipcode=]충북 음성군 음성읍 읍내3리  51574 ]
[zipcode=]충북 음성군 음성읍 읍내4리  51575 ]
[zipcode=]충북 음성군 음성읍 읍내5리  51576 ]
[zipcode=]충북 음성군 음성읍 읍내6리  51577 ]
[zipcode=]충북 음성군 음성읍 읍내7리  51578 ]
[zipcode=]충북 음성군 음성읍 읍내리 음성군청  51579 ]
[zipcode=]충북 음성군 음성읍 읍내리  51580 ]
[zipcode=]충북 음성군 음성읍 초천리  51581 ]
[zipcode=]충북 음성군 음성읍 평곡1리  51582 ]
[zipcode=]충북 음성군 음성읍 평곡2리  51583 ]
[zipcode=]충북 음성군 음성읍 평곡3리  51584 ]
[zipcode=]충북 음성군 음성읍 평곡4리  51585 ]
[zipcode=]충북 음성군 음성읍 평곡5리  51586 ]
[zipcode=]충북 음성군 음성읍 평곡리  51587 ]
[zipcode=]충북 음성군 음성읍 한벌리  51588 ]
[zipcode=]충북 음성군 음성읍  51589 ]
[zipcode=]충북 음성군 감곡면 단평리 강동대학  51590 ]
[zipcode=]충북 음성군 감곡면 덕일한마음아파트  51591 ]
[zipcode=]충북 음성군 감곡면 왕장리 극동대학교  51592 ]
[zipcode=]충북 음성군 감곡면 단평리  51593 ]
[zipcode=]충북 음성군 감곡면 문촌리  51594 ]
[zipcode=]충북 음성군 감곡면 사곡리  51595 ]
[zipcode=]충북 음성군 감곡면 상우리  51596 ]
[zipcode=]충북 음성군 감곡면 상평리  51597 ]
[zipcode=]충북 음성군 감곡면 영산리  51598 ]
[zipcode=]충북 음성군 감곡면 오궁리  51599 ]
[zipcode=]충북 음성군 감곡면 오향리  51600 ]
[zipcode=]충북 음성군 감곡면 왕장리  51601 ]
[zipcode=]충북 음성군 감곡면 원당리  51602 ]
[zipcode=]충북 음성군 감곡면 월정리  51603 ]
[zipcode=]충북 음성군 감곡면 주천리  51604 ]
[zipcode=]충북 음성군 감곡면  51605 ]
[zipcode=]충북 음성군 대소면 대풍리 음성대소산수화아파트 (101∼106동) 51606 ]
[zipcode=]충북 음성군 대소면 대풍지방산업단지  51607 ]
[zipcode=]충북 음성군 대소면 한양아파트  51608 ]
[zipcode=]충북 음성군 대소면 내산리  51609 ]
[zipcode=]충북 음성군 대소면 대풍리  51610 ]
[zipcode=]충북 음성군 대소면 미곡리  51611 ]
[zipcode=]충북 음성군 대소면 부윤리  51612 ]
[zipcode=]충북 음성군 대소면 삼정리  51613 ]
[zipcode=]충북 음성군 대소면 삼호리  51614 ]
[zipcode=]충북 음성군 대소면 성본리  51615 ]
[zipcode=]충북 음성군 대소면 소석1리  51616 ]
[zipcode=]충북 음성군 대소면 소석2리  51617 ]
[zipcode=]충북 음성군 대소면 소석리  51618 ]
[zipcode=]충북 음성군 대소면 수태리  51619 ]
[zipcode=]충북 음성군 대소면 오류1리  51620 ]
[zipcode=]충북 음성군 대소면 오류2리  51621 ]
[zipcode=]충북 음성군 대소면 오류3리  51622 ]
[zipcode=]충북 음성군 대소면 오류4리  51623 ]
[zipcode=]충북 음성군 대소면 오류리  51624 ]
[zipcode=]충북 음성군 대소면 오산리  51625 ]
[zipcode=]충북 음성군 대소면 태생1리  51626 ]
[zipcode=]충북 음성군 대소면 태생2리  51627 ]
[zipcode=]충북 음성군 대소면 태생3리  51628 ]
[zipcode=]충북 음성군 대소면 태생4리  51629 ]
[zipcode=]충북 음성군 대소면 태생5리  51630 ]
[zipcode=]충북 음성군 대소면 태생6리  51631 ]
[zipcode=]충북 음성군 대소면 태생리  51632 ]
[zipcode=]충북 음성군 대소면  51633 ]
[zipcode=]충북 음성군 맹동면 인곡리 음성꽃동네  51634 ]
[zipcode=]충북 음성군 맹동면 군자리  51635 ]
[zipcode=]충북 음성군 맹동면 두성리  51636 ]
[zipcode=]충북 음성군 맹동면 마산리  51637 ]
[zipcode=]충북 음성군 맹동면 본성리  51638 ]
[zipcode=]충북 음성군 맹동면 봉현리  51639 ]
[zipcode=]충북 음성군 맹동면 신돈리  51640 ]
[zipcode=]충북 음성군 맹동면 쌍정리  51641 ]
[zipcode=]충북 음성군 맹동면 용촌리  51642 ]
[zipcode=]충북 음성군 맹동면 인곡리  51643 ]
[zipcode=]충북 음성군 맹동면 통동리  51644 ]
[zipcode=]충북 음성군 맹동면  51645 ]
[zipcode=]충북 음성군 삼성면 능산리  51646 ]
[zipcode=]충북 음성군 삼성면 대사리  51647 ]
[zipcode=]충북 음성군 삼성면 대야리  51648 ]
[zipcode=]충북 음성군 삼성면 대정리  51649 ]
[zipcode=]충북 음성군 삼성면 덕정1리  51650 ]
[zipcode=]충북 음성군 삼성면 덕정2리  51651 ]
[zipcode=]충북 음성군 삼성면 덕정3리  51652 ]
[zipcode=]충북 음성군 삼성면 덕정4리  51653 ]
[zipcode=]충북 음성군 삼성면 덕정5리  51654 ]
[zipcode=]충북 음성군 삼성면 덕정6리  51655 ]
[zipcode=]충북 음성군 삼성면 덕정7리  51656 ]
[zipcode=]충북 음성군 삼성면 덕정리  51657 ]
[zipcode=]충북 음성군 삼성면 상곡리  51658 ]
[zipcode=]충북 음성군 삼성면 선정리  51659 ]
[zipcode=]충북 음성군 삼성면 양덕1리  51660 ]
[zipcode=]충북 음성군 삼성면 양덕2리  51661 ]
[zipcode=]충북 음성군 삼성면 양덕3리  51662 ]
[zipcode=]충북 음성군 삼성면 양덕리  51663 ]
[zipcode=]충북 음성군 삼성면 용대리  51664 ]
[zipcode=]충북 음성군 삼성면 용성리  51665 ]
[zipcode=]충북 음성군 삼성면 천평리  51666 ]
[zipcode=]충북 음성군 삼성면 청용리  51667 ]
[zipcode=]충북 음성군 삼성면  51668 ]
[zipcode=]충북 음성군 생극면 관성리  51669 ]
[zipcode=]충북 음성군 생극면 도신리  51670 ]
[zipcode=]충북 음성군 생극면 방축리  51671 ]
[zipcode=]충북 음성군 생극면 병암리  51672 ]
[zipcode=]충북 음성군 생극면 생리  51673 ]
[zipcode=]충북 음성군 생극면 송곡리  51674 ]
[zipcode=]충북 음성군 생극면 신양1리  51675 ]
[zipcode=]충북 음성군 생극면 신양2리  51676 ]
[zipcode=]충북 음성군 생극면 신양3리  51677 ]
[zipcode=]충북 음성군 생극면 신양4리  51678 ]
[zipcode=]충북 음성군 생극면 신양리  51679 ]
[zipcode=]충북 음성군 생극면 오생리  51680 ]
[zipcode=]충북 음성군 생극면 임곡리  51681 ]
[zipcode=]충북 음성군 생극면 차곡리  51682 ]
[zipcode=]충북 음성군 생극면 차평리  51683 ]
[zipcode=]충북 음성군 생극면 팔성1리  51684 ]
[zipcode=]충북 음성군 생극면 팔성2리  51685 ]
[zipcode=]충북 음성군 생극면 팔성3리  51686 ]
[zipcode=]충북 음성군 생극면 팔성리  51687 ]
[zipcode=]충북 음성군 생극면  51688 ]
[zipcode=]충북 음성군 소이면 갑산리  51689 ]
[zipcode=]충북 음성군 소이면 금고리  51690 ]
[zipcode=]충북 음성군 소이면 대장1리  51691 ]
[zipcode=]충북 음성군 소이면 대장2리  51692 ]
[zipcode=]충북 음성군 소이면 대장리  51693 ]
[zipcode=]충북 음성군 소이면 문등리  51694 ]
[zipcode=]충북 음성군 소이면 봉전리  51695 ]
[zipcode=]충북 음성군 소이면 비산리  51696 ]
[zipcode=]충북 음성군 소이면 중동리  51697 ]
[zipcode=]충북 음성군 소이면 충도리  51698 ]
[zipcode=]충북 음성군 소이면 후미1리  51699 ]
[zipcode=]충북 음성군 소이면 후미2리  51700 ]
[zipcode=]충북 음성군 소이면 후미3리  51701 ]
[zipcode=]충북 음성군 소이면 후미4리  51702 ]
[zipcode=]충북 음성군 소이면 후미리  51703 ]
[zipcode=]충북 음성군 소이면  51704 ]
[zipcode=]충북 음성군 원남면 구안리  51705 ]
[zipcode=]충북 음성군 원남면 덕정리  51706 ]
[zipcode=]충북 음성군 원남면 마송1리  51707 ]
[zipcode=]충북 음성군 원남면 마송2리  51708 ]
[zipcode=]충북 음성군 원남면 마송3리  51709 ]
[zipcode=]충북 음성군 원남면 마송리  51710 ]
[zipcode=]충북 음성군 원남면 문암리  51711 ]
[zipcode=]충북 음성군 원남면 보룡리  51712 ]
[zipcode=]충북 음성군 원남면 보천리  51713 ]
[zipcode=]충북 음성군 원남면 삼용리  51714 ]
[zipcode=]충북 음성군 원남면 상노리  51715 ]
[zipcode=]충북 음성군 원남면 상당1리  51716 ]
[zipcode=]충북 음성군 원남면 상당2리  51717 ]
[zipcode=]충북 음성군 원남면 상당리  51718 ]
[zipcode=]충북 음성군 원남면 조촌리  51719 ]
[zipcode=]충북 음성군 원남면 주봉리  51720 ]
[zipcode=]충북 음성군 원남면 하노리  51721 ]
[zipcode=]충북 음성군 원남면 하당리  51722 ]
[zipcode=]충북 음성군 원남면  51723 ]
[zipcode=]충북 증평군 증평읍 삼일아파트  51724 ]
[zipcode=]충북 증평군 증평읍 용강리 한국교통대학교증평캠퍼스  51725 ]
[zipcode=]충북 증평군 증평읍 교동리  51726 ]
[zipcode=]충북 증평군 증평읍 남차리  51727 ]
[zipcode=]충북 증평군 증평읍 남하리  51728 ]
[zipcode=]충북 증평군 증평읍 내성리  51729 ]
[zipcode=]충북 증평군 증평읍 대동리  51730 ]
[zipcode=]충북 증평군 증평읍 덕상리  51731 ]
[zipcode=]충북 증평군 증평읍 미암리  51732 ]
[zipcode=]충북 증평군 증평읍 사곡리  51733 ]
[zipcode=]충북 증평군 증평읍 송산리  51734 ]
[zipcode=]충북 증평군 증평읍 신동리  51735 ]
[zipcode=]충북 증평군 증평읍 연탄리 사서함 82 51736 ]
[zipcode=]충북 증평군 증평읍 연탄리  51737 ]
[zipcode=]충북 증평군 증평읍 용강리  51738 ]
[zipcode=]충북 증평군 증평읍 율리  51739 ]
[zipcode=]충북 증평군 증평읍 장동리 주공아파트 (401∼407동) 51740 ]
[zipcode=]충북 증평군 증평읍 장동리  51741 ]
[zipcode=]충북 증평군 증평읍 죽리  51742 ]
[zipcode=]충북 증평군 증평읍 중동리  51743 ]
[zipcode=]충북 증평군 증평읍 증천리  51744 ]
[zipcode=]충북 증평군 증평읍 증평리  51745 ]
[zipcode=]충북 증평군 증평읍 창동리  51746 ]
[zipcode=]충북 증평군 증평읍 초중리  51747 ]
[zipcode=]충북 증평군 증평읍  51748 ]
[zipcode=]충북 증평군 도안면 광덕리  51749 ]
[zipcode=]충북 증평군 도안면 노암리  51750 ]
[zipcode=]충북 증평군 도안면 도당리  51751 ]
[zipcode=]충북 증평군 도안면 석곡리  51752 ]
[zipcode=]충북 증평군 도안면 송정리  51753 ]
[zipcode=]충북 증평군 도안면 연촌리  51754 ]
[zipcode=]충북 증평군 도안면 화성리  51755 ]
[zipcode=]충북 증평군 도안면  51756 ]
[zipcode=]충북 진천군 진천읍 교성주공아파트  51757 ]
[zipcode=]충북 진천군 진천읍 진천우체국  51758 ]
[zipcode=]충북 진천군 진천읍 가산리  51759 ]
[zipcode=]충북 진천군 진천읍 건송리  51760 ]
[zipcode=]충북 진천군 진천읍 교성리  51761 ]
[zipcode=]충북 진천군 진천읍 금암리  51762 ]
[zipcode=]충북 진천군 진천읍 문봉리  51763 ]
[zipcode=]충북 진천군 진천읍 벽암리  51764 ]
[zipcode=]충북 진천군 진천읍 사석리  51765 ]
[zipcode=]충북 진천군 진천읍 산척리  51766 ]
[zipcode=]충북 진천군 진천읍 삼덕리  51767 ]
[zipcode=]충북 진천군 진천읍 상계리  51768 ]
[zipcode=]충북 진천군 진천읍 상신리  51769 ]
[zipcode=]충북 진천군 진천읍 성석리  51770 ]
[zipcode=]충북 진천군 진천읍 송두리  51771 ]
[zipcode=]충북 진천군 진천읍 신정리  51772 ]
[zipcode=]충북 진천군 진천읍 연곡리  51773 ]
[zipcode=]충북 진천군 진천읍 원덕리  51774 ]
[zipcode=]충북 진천군 진천읍 읍내리 진천군청  51775 ]
[zipcode=]충북 진천군 진천읍 읍내1리  51776 ]
[zipcode=]충북 진천군 진천읍 읍내2리  51777 ]
[zipcode=]충북 진천군 진천읍 읍내3리  51778 ]
[zipcode=]충북 진천군 진천읍 읍내4리  51779 ]
[zipcode=]충북 진천군 진천읍 읍내5리  51780 ]
[zipcode=]충북 진천군 진천읍 읍내6리  51781 ]
[zipcode=]충북 진천군 진천읍 읍내7리  51782 ]
[zipcode=]충북 진천군 진천읍 읍내리  51783 ]
[zipcode=]충북 진천군 진천읍 장관리  51784 ]
[zipcode=]충북 진천군 진천읍 지암리  51785 ]
[zipcode=]충북 진천군 진천읍 행정리  51786 ]
[zipcode=]충북 진천군 진천읍  51787 ]
[zipcode=]충북 진천군 광혜원면 광혜원리 1∼235 51788 ]
[zipcode=]충북 진천군 광혜원면 광혜원리 236∼418 51789 ]
[zipcode=]충북 진천군 광혜원면 광혜원리 419∼650 51790 ]
[zipcode=]충북 진천군 광혜원면 광혜원리 651∼1078 51791 ]
[zipcode=]충북 진천군 광혜원면 광혜원리  51792 ]
[zipcode=]충북 진천군 광혜원면 구암리  51793 ]
[zipcode=]충북 진천군 광혜원면 금곡리  51794 ]
[zipcode=]충북 진천군 광혜원면 실원리  51795 ]
[zipcode=]충북 진천군 광혜원면 월성리  51796 ]
[zipcode=]충북 진천군 광혜원면 죽현리  51797 ]
[zipcode=]충북 진천군 광혜원면 회죽리  51798 ]
[zipcode=]충북 진천군 광혜원면  51799 ]
[zipcode=]충북 진천군 덕산면 구산리  51800 ]
[zipcode=]충북 진천군 덕산면 기전리  51801 ]
[zipcode=]충북 진천군 덕산면 두촌리  51802 ]
[zipcode=]충북 진천군 덕산면 산수리  51803 ]
[zipcode=]충북 진천군 덕산면 석장리  51804 ]
[zipcode=]충북 진천군 덕산면 신척리  51805 ]
[zipcode=]충북 진천군 덕산면 옥동리  51806 ]
[zipcode=]충북 진천군 덕산면 용몽리  51807 ]
[zipcode=]충북 진천군 덕산면 인산리  51808 ]
[zipcode=]충북 진천군 덕산면 한천리  51809 ]
[zipcode=]충북 진천군 덕산면 합목리  51810 ]
[zipcode=]충북 진천군 덕산면 화상리  51811 ]
[zipcode=]충북 진천군 덕산면  51812 ]
[zipcode=]충북 진천군 문백면 계산리  51813 ]
[zipcode=]충북 진천군 문백면 구곡리  51814 ]
[zipcode=]충북 진천군 문백면 도하리  51815 ]
[zipcode=]충북 진천군 문백면 문덕리  51816 ]
[zipcode=]충북 진천군 문백면 봉죽리  51817 ]
[zipcode=]충북 진천군 문백면 사양리  51818 ]
[zipcode=]충북 진천군 문백면 옥성리  51819 ]
[zipcode=]충북 진천군 문백면 은탄리  51820 ]
[zipcode=]충북 진천군 문백면 장월리  51821 ]
[zipcode=]충북 진천군 문백면 태락리  51822 ]
[zipcode=]충북 진천군 문백면 평산리  51823 ]
[zipcode=]충북 진천군 문백면  51824 ]
[zipcode=]충북 진천군 백곡면 갈월리  51825 ]
[zipcode=]충북 진천군 백곡면 구수리  51826 ]
[zipcode=]충북 진천군 백곡면 대문리  51827 ]
[zipcode=]충북 진천군 백곡면 명암리  51828 ]
[zipcode=]충북 진천군 백곡면 사송리  51829 ]
[zipcode=]충북 진천군 백곡면 석현리  51830 ]
[zipcode=]충북 진천군 백곡면 성대리  51831 ]
[zipcode=]충북 진천군 백곡면 양백리  51832 ]
[zipcode=]충북 진천군 백곡면 용덕리  51833 ]
[zipcode=]충북 진천군 백곡면  51834 ]
[zipcode=]충북 진천군 이월면 내촌리  51835 ]
[zipcode=]충북 진천군 이월면 노원리  51836 ]
[zipcode=]충북 진천군 이월면 동성리  51837 ]
[zipcode=]충북 진천군 이월면 미잠리  51838 ]
[zipcode=]충북 진천군 이월면 사곡리  51839 ]
[zipcode=]충북 진천군 이월면 사당리  51840 ]
[zipcode=]충북 진천군 이월면 삼용리  51841 ]
[zipcode=]충북 진천군 이월면 송림리  51842 ]
[zipcode=]충북 진천군 이월면 신계리  51843 ]
[zipcode=]충북 진천군 이월면 신월리  51844 ]
[zipcode=]충북 진천군 이월면 장양리  51845 ]
[zipcode=]충북 진천군 이월면 중산리  51846 ]
[zipcode=]충북 진천군 이월면  51847 ]
[zipcode=]충북 진천군 초평면 금곡리  51848 ]
[zipcode=]충북 진천군 초평면 신통리  51849 ]
[zipcode=]충북 진천군 초평면 연담리  51850 ]
[zipcode=]충북 진천군 초평면 영구리  51851 ]
[zipcode=]충북 진천군 초평면 오갑리  51852 ]
[zipcode=]충북 진천군 초평면 용기리  51853 ]
[zipcode=]충북 진천군 초평면 용산리  51854 ]
[zipcode=]충북 진천군 초평면 용정리  51855 ]
[zipcode=]충북 진천군 초평면 은암리  51856 ]
[zipcode=]충북 진천군 초평면 중석리  51857 ]
[zipcode=]충북 진천군 초평면 진암리  51858 ]
[zipcode=]충북 진천군 초평면 화산리  51859 ]
[zipcode=]충북 진천군 초평면  51860 ]
[zipcode=]충북 청원군 내수읍 덕암리 충북보건과학대학교  51861 ]
[zipcode=]충북 청원군 내수읍 청주국제공항  51862 ]
[zipcode=]충북 청원군 내수읍 구성리  51863 ]
[zipcode=]충북 청원군 내수읍 국동리  51864 ]
[zipcode=]충북 청원군 내수읍 내수리  51865 ]
[zipcode=]충북 청원군 내수읍 내수리 삼일아파트 (101∼109동) 51866 ]
[zipcode=]충북 청원군 내수읍 덕암리  51867 ]
[zipcode=]충북 청원군 내수읍 도원리  51868 ]
[zipcode=]충북 청원군 내수읍 마산리  51869 ]
[zipcode=]충북 청원군 내수읍 묵방리  51870 ]
[zipcode=]충북 청원군 내수읍 비상리  51871 ]
[zipcode=]충북 청원군 내수읍 비중리  51872 ]
[zipcode=]충북 청원군 내수읍 세교리  51873 ]
[zipcode=]충북 청원군 내수읍 신안리  51874 ]
[zipcode=]충북 청원군 내수읍 우산리  51875 ]
[zipcode=]충북 청원군 내수읍 원통리  51876 ]
[zipcode=]충북 청원군 내수읍 원통리 사서함 308 51877 ]
[zipcode=]충북 청원군 내수읍 은곡리  51878 ]
[zipcode=]충북 청원군 내수읍 은곡리 덕일한마음아파트 (101∼106동) 51879 ]
[zipcode=]충북 청원군 내수읍 은곡리 천일아파트 (201∼206동) 51880 ]
[zipcode=]충북 청원군 내수읍 입동리  51881 ]
[zipcode=]충북 청원군 내수읍 입상리  51882 ]
[zipcode=]충북 청원군 내수읍 저곡리  51883 ]
[zipcode=]충북 청원군 내수읍 초정리  51884 ]
[zipcode=]충북 청원군 내수읍 풍정리  51885 ]
[zipcode=]충북 청원군 내수읍 학평리  51886 ]
[zipcode=]충북 청원군 내수읍 형동리  51887 ]
[zipcode=]충북 청원군 내수읍  51888 ]
[zipcode=]충북 청원군 오송읍 공북리  51889 ]
[zipcode=]충북 청원군 오송읍 궁평리  51890 ]
[zipcode=]충북 청원군 오송읍 동평리  51891 ]
[zipcode=]충북 청원군 오송읍 만수리 오송휴먼시아1단지아파트 (101∼112동) 51892 ]
[zipcode=]충북 청원군 오송읍 만수리 오송마을휴먼시아2단지 (201∼208동) 51893 ]
[zipcode=]충북 청원군 오송읍 만수리  51894 ]
[zipcode=]충북 청원군 오송읍 봉산리  51895 ]
[zipcode=]충북 청원군 오송읍 상봉리  51896 ]
[zipcode=]충북 청원군 오송읍 상정리  51897 ]
[zipcode=]충북 청원군 오송읍 서평리  51898 ]
[zipcode=]충북 청원군 오송읍 쌍청리  51899 ]
[zipcode=]충북 청원군 오송읍 연제리 국립보건연구원  51900 ]
[zipcode=]충북 청원군 오송읍 연제리 모아미래도아파트 (501∼504동) 51901 ]
[zipcode=]충북 청원군 오송읍 연제리 식품의약품안전청  51902 ]
[zipcode=]충북 청원군 오송읍 연제리 식품의약품안전평가원  51903 ]
[zipcode=]충북 청원군 오송읍 연제리 오송상록롯데캐슬아파트 (301∼307동) 51904 ]
[zipcode=]충북 청원군 오송읍 연제리 오송호반베르디움아파트 (601∼607동) 51905 ]
[zipcode=]충북 청원군 오송읍 연제리 오송힐데스하임아파트 (801∼808동) 51906 ]
[zipcode=]충북 청원군 오송읍 연제리 질병관리본부  51907 ]
[zipcode=]충북 청원군 오송읍 연제리 한국보건복지인력개발원  51908 ]
[zipcode=]충북 청원군 오송읍 연제리 한국보건산업진흥원  51909 ]
[zipcode=]충북 청원군 오송읍 연제리  51910 ]
[zipcode=]충북 청원군 오송읍 오송리  51911 ]
[zipcode=]충북 청원군 오송읍 정중리  51912 ]
[zipcode=]충북 청원군 오송읍 호계리  51913 ]
[zipcode=]충북 청원군 오송읍  51914 ]
[zipcode=]충북 청원군 오창읍 가곡리  51915 ]
[zipcode=]충북 청원군 오창읍 가좌리  51916 ]
[zipcode=]충북 청원군 오창읍 각리 대우이안아파트 (701∼712동) 51917 ]
[zipcode=]충북 청원군 오창읍 각리 대원칸타빌아파트 (501∼505동) 51918 ]
[zipcode=]충북 청원군 오창읍 각리 쌍용스윗닷홈아파트 (901∼908동) 51919 ]
[zipcode=]충북 청원군 오창읍 각리 우림필유1차아파트 (101∼116동) 51920 ]
[zipcode=]충북 청원군 오창읍 각리 우림필유2차아파트 (601∼617동) 51921 ]
[zipcode=]충북 청원군 오창읍 각리 중앙하이츠아파트 (201∼214동) 51922 ]
[zipcode=]충북 청원군 오창읍 각리 코아루아파트 (301∼311동) 51923 ]
[zipcode=]충북 청원군 오창읍 각리 한라비발디아파트 (801∼825동) 51924 ]
[zipcode=]충북 청원군 오창읍 각리  51925 ]
[zipcode=]충북 청원군 오창읍 괴정리  51926 ]
[zipcode=]충북 청원군 오창읍 구룡리  51927 ]
[zipcode=]충북 청원군 오창읍 기암리  51928 ]
[zipcode=]충북 청원군 오창읍 농소리  51929 ]
[zipcode=]충북 청원군 오창읍 도암리  51930 ]
[zipcode=]충북 청원군 오창읍 두릉리  51931 ]
[zipcode=]충북 청원군 오창읍 모정리  51932 ]
[zipcode=]충북 청원군 오창읍 백현리  51933 ]
[zipcode=]충북 청원군 오창읍 복현리  51934 ]
[zipcode=]충북 청원군 오창읍 상평리  51935 ]
[zipcode=]충북 청원군 오창읍 석우리  51936 ]
[zipcode=]충북 청원군 오창읍 성산리  51937 ]
[zipcode=]충북 청원군 오창읍 성재리  51938 ]
[zipcode=]충북 청원군 오창읍 송대리  51939 ]
[zipcode=]충북 청원군 오창읍 신평리  51940 ]
[zipcode=]충북 청원군 오창읍 양지리  51941 ]
[zipcode=]충북 청원군 오창읍 양청리  51942 ]
[zipcode=]충북 청원군 오창읍 여천리  51943 ]
[zipcode=]충북 청원군 오창읍 용두리  51944 ]
[zipcode=]충북 청원군 오창읍 원리  51945 ]
[zipcode=]충북 청원군 오창읍 유리  51946 ]
[zipcode=]충북 청원군 오창읍 일신리  51947 ]
[zipcode=]충북 청원군 오창읍 장대리  51948 ]
[zipcode=]충북 청원군 오창읍 주성리  51949 ]
[zipcode=]충북 청원군 오창읍 중신리  51950 ]
[zipcode=]충북 청원군 오창읍 창리  51951 ]
[zipcode=]충북 청원군 오창읍 탑리  51952 ]
[zipcode=]충북 청원군 오창읍 학소리  51953 ]
[zipcode=]충북 청원군 오창읍 화산리 1∼105 51954 ]
[zipcode=]충북 청원군 오창읍 화산리 106∼424 51955 ]
[zipcode=]충북 청원군 오창읍 후기리  51956 ]
[zipcode=]충북 청원군 오창읍  51957 ]
[zipcode=]충북 청원군 가덕면 계산리  51958 ]
[zipcode=]충북 청원군 가덕면 국전리  51959 ]
[zipcode=]충북 청원군 가덕면 금거리  51960 ]
[zipcode=]충북 청원군 가덕면 내암리  51961 ]
[zipcode=]충북 청원군 가덕면 노동리  51962 ]
[zipcode=]충북 청원군 가덕면 병암리  51963 ]
[zipcode=]충북 청원군 가덕면 삼항리  51964 ]
[zipcode=]충북 청원군 가덕면 상대리  51965 ]
[zipcode=]충북 청원군 가덕면 상야리  51966 ]
[zipcode=]충북 청원군 가덕면 수곡리  51967 ]
[zipcode=]충북 청원군 가덕면 시동리  51968 ]
[zipcode=]충북 청원군 가덕면 인차리  51969 ]
[zipcode=]충북 청원군 가덕면 청용리  51970 ]
[zipcode=]충북 청원군 가덕면 한계리  51971 ]
[zipcode=]충북 청원군 가덕면 행정리  51972 ]
[zipcode=]충북 청원군 가덕면  51973 ]
[zipcode=]충북 청원군 강내면 월곡리 충청대학  51974 ]
[zipcode=]충북 청원군 강내면 한국교원대학교  51975 ]
[zipcode=]충북 청원군 강내면 궁현리  51976 ]
[zipcode=]충북 청원군 강내면 다락리  51977 ]
[zipcode=]충북 청원군 강내면 당곡리  51978 ]
[zipcode=]충북 청원군 강내면 사곡리  51979 ]
[zipcode=]충북 청원군 강내면 사인리  51980 ]
[zipcode=]충북 청원군 강내면 산단리  51981 ]
[zipcode=]충북 청원군 강내면 석화리  51982 ]
[zipcode=]충북 청원군 강내면 연정리  51983 ]
[zipcode=]충북 청원군 강내면 월곡리  51984 ]
[zipcode=]충북 청원군 강내면 월탄리  51985 ]
[zipcode=]충북 청원군 강내면 저산리  51986 ]
[zipcode=]충북 청원군 강내면 탑연리  51987 ]
[zipcode=]충북 청원군 강내면 태성리  51988 ]
[zipcode=]충북 청원군 강내면 학천리  51989 ]
[zipcode=]충북 청원군 강내면 황탄리  51990 ]
[zipcode=]충북 청원군 강내면  51991 ]
[zipcode=]충북 청원군 남이면 가마리  51992 ]
[zipcode=]충북 청원군 남이면 가좌리  51993 ]
[zipcode=]충북 청원군 남이면 갈원리  51994 ]
[zipcode=]충북 청원군 남이면 구미리  51995 ]
[zipcode=]충북 청원군 남이면 구암리  51996 ]
[zipcode=]충북 청원군 남이면 대련리  51997 ]
[zipcode=]충북 청원군 남이면 문동리  51998 ]
[zipcode=]충북 청원군 남이면 비룡리  51999 ]
[zipcode=]충북 청원군 남이면 사동리  52000 ]
[zipcode=]충북 청원군 남이면 산막리  52001 ]
[zipcode=]충북 청원군 남이면 상발리  52002 ]
[zipcode=]충북 청원군 남이면 석실리  52003 ]
[zipcode=]충북 청원군 남이면 석판리  52004 ]
[zipcode=]충북 청원군 남이면 수대리  52005 ]
[zipcode=]충북 청원군 남이면 양촌리  52006 ]
[zipcode=]충북 청원군 남이면 외천리  52007 ]
[zipcode=]충북 청원군 남이면 척북리  52008 ]
[zipcode=]충북 청원군 남이면 척산리  52009 ]
[zipcode=]충북 청원군 남이면 팔봉리  52010 ]
[zipcode=]충북 청원군 남이면  52011 ]
[zipcode=]충북 청원군 남일면 효촌리 도로교통공단충청북도지부  52012 ]
[zipcode=]충북 청원군 남일면 가산리  52013 ]
[zipcode=]충북 청원군 남일면 가중리  52014 ]
[zipcode=]충북 청원군 남일면 고은리  52015 ]
[zipcode=]충북 청원군 남일면 두산리  52016 ]
[zipcode=]충북 청원군 남일면 문주리  52017 ]
[zipcode=]충북 청원군 남일면 송암리  52018 ]
[zipcode=]충북 청원군 남일면 신송리  52019 ]
[zipcode=]충북 청원군 남일면 쌍수리  52020 ]
[zipcode=]충북 청원군 남일면 쌍수리 사서함 335 52021 ]
[zipcode=]충북 청원군 남일면 은행리  52022 ]
[zipcode=]충북 청원군 남일면 화당리  52023 ]
[zipcode=]충북 청원군 남일면 황청리  52024 ]
[zipcode=]충북 청원군 남일면 효촌리  52025 ]
[zipcode=]충북 청원군 남일면  52026 ]
[zipcode=]충북 청원군 낭성면 갈산리  52027 ]
[zipcode=]충북 청원군 낭성면 관정리  52028 ]
[zipcode=]충북 청원군 낭성면 귀래리  52029 ]
[zipcode=]충북 청원군 낭성면 무성리  52030 ]
[zipcode=]충북 청원군 낭성면 문박리  52031 ]
[zipcode=]충북 청원군 낭성면 삼산리  52032 ]
[zipcode=]충북 청원군 낭성면 이목리  52033 ]
[zipcode=]충북 청원군 낭성면 인경리  52034 ]
