[zipcode=]충남 계룡시 금암동 계룡시청  46703 ]
[zipcode=]충남 당진시 대덕동  47181 ]
[zipcode=]충남 당진시 사기소동  47182 ]
[zipcode=]충남 당진시 수청동  47183 ]
[zipcode=]충남 당진시 시곡동 현대그린아파트 (101∼108동) 47184 ]
[zipcode=]충남 당진시 시곡동  47185 ]
[zipcode=]충남 당진시 용연동  47186 ]
[zipcode=]충남 당진시 우두동  47187 ]
[zipcode=]충남 당진시 원당동 파크빌2차아파트 (201∼206동) 47188 ]
[zipcode=]충남 당진시 원당동 그린빌아파트 (301∼311동) 47189 ]
[zipcode=]충남 당진시 원당동 원당마을아파트 (101∼114동) 47190 ]
[zipcode=]충남 당진시 원당동 청구아파트 (101∼104동) 47191 ]
[zipcode=]충남 당진시 원당동 파크빌아파트 (101∼105동) 47192 ]
[zipcode=]충남 당진시 원당동  47193 ]
[zipcode=]충남 당진시 읍내동 당진우체국  47194 ]
[zipcode=]충남 당진시 읍내동 벽산아파트 (101∼104동) 47195 ]
[zipcode=]충남 당진시 읍내동 1∼240 47196 ]
[zipcode=]충남 당진시 읍내동 241∼310 47197 ]
[zipcode=]충남 당진시 읍내동 311∼480 47198 ]
[zipcode=]충남 당진시 읍내동 481∼630 47199 ]
[zipcode=]충남 당진시 읍내동 631∼740 47200 ]
[zipcode=]충남 당진시 읍내동 741∼1400 47201 ]
[zipcode=]충남 당진시 읍내동  47202 ]
[zipcode=]충남 당진시 채운동 삼성쉐르빌 (101∼107동) 47203 ]
[zipcode=]충남 당진시 채운동 채운공원휴먼빌아파트 (101∼106동) 47204 ]
[zipcode=]충남 당진시 채운동 1∼359 47205 ]
[zipcode=]충남 당진시 채운동 360∼990 47206 ]
[zipcode=]충남 당진시 채운동 991∼1199 47207 ]
[zipcode=]충남 당진시 채운동  47208 ]
[zipcode=]충남 당진시 행정동  47209 ]
[zipcode=]충남 당진시 송악읍 고대리 현대제철주식회사  47210 ]
[zipcode=]충남 당진시 송악읍 가교리  47211 ]
[zipcode=]충남 당진시 송악읍 가학리  47212 ]
[zipcode=]충남 당진시 송악읍 고대리  47213 ]
[zipcode=]충남 당진시 송악읍 광명리  47214 ]
[zipcode=]충남 당진시 송악읍 금곡리  47215 ]
[zipcode=]충남 당진시 송악읍 기지시리  47216 ]
[zipcode=]충남 당진시 송악읍 도원리  47217 ]
[zipcode=]충남 당진시 송악읍 반촌리  47218 ]
[zipcode=]충남 당진시 송악읍 방계리  47219 ]
[zipcode=]충남 당진시 송악읍 복운리  47220 ]
[zipcode=]충남 당진시 송악읍 본당리  47221 ]
[zipcode=]충남 당진시 송악읍 봉교리  47222 ]
[zipcode=]충남 당진시 송악읍 부곡리  47223 ]
[zipcode=]충남 당진시 송악읍 석포리  47224 ]
[zipcode=]충남 당진시 송악읍 영천리  47225 ]
[zipcode=]충남 당진시 송악읍 오곡리  47226 ]
[zipcode=]충남 당진시 송악읍 월곡리  47227 ]
[zipcode=]충남 당진시 송악읍 전대리  47228 ]
[zipcode=]충남 당진시 송악읍 정곡리  47229 ]
[zipcode=]충남 당진시 송악읍 중흥리  47230 ]
[zipcode=]충남 당진시 송악읍 청금리  47231 ]
[zipcode=]충남 당진시 송악읍 한진리  47232 ]
[zipcode=]충남 당진시 송악읍  47233 ]
[zipcode=]충남 당진시 합덕읍 대전리  47234 ]
[zipcode=]충남 당진시 합덕읍 대합덕리  47235 ]
[zipcode=]충남 당진시 합덕읍 도곡리  47236 ]
[zipcode=]충남 당진시 합덕읍 도리  47237 ]
[zipcode=]충남 당진시 합덕읍 석우리  47238 ]
[zipcode=]충남 당진시 합덕읍 성동리  47239 ]
[zipcode=]충남 당진시 합덕읍 소소리  47240 ]
[zipcode=]충남 당진시 합덕읍 신리  47241 ]
[zipcode=]충남 당진시 합덕읍 신석리  47242 ]
[zipcode=]충남 당진시 합덕읍 신흥리  47243 ]
[zipcode=]충남 당진시 합덕읍 옥금리  47244 ]
[zipcode=]충남 당진시 합덕읍 운산리  47245 ]
[zipcode=]충남 당진시 합덕읍 점원리  47246 ]
[zipcode=]충남 당진시 합덕읍 합덕리  47247 ]
[zipcode=]충남 당진시 합덕읍  47248 ]
[zipcode=]충남 당진시 고대면 당진포리  47249 ]
[zipcode=]충남 당진시 고대면 대촌리  47250 ]
[zipcode=]충남 당진시 고대면 성산리  47251 ]
[zipcode=]충남 당진시 고대면 슬항리  47252 ]
[zipcode=]충남 당진시 고대면 옥현리  47253 ]
[zipcode=]충남 당진시 고대면 용두리  47254 ]
[zipcode=]충남 당진시 고대면 장항리  47255 ]
[zipcode=]충남 당진시 고대면 진관리  47256 ]
[zipcode=]충남 당진시 고대면 항곡리  47257 ]
[zipcode=]충남 당진시 고대면  47258 ]
[zipcode=]충남 당진시 대호지면 도이리  47259 ]
[zipcode=]충남 당진시 대호지면 두산리  47260 ]
[zipcode=]충남 당진시 대호지면 마중리  47261 ]
[zipcode=]충남 당진시 대호지면 사성리  47262 ]
[zipcode=]충남 당진시 대호지면 송전리  47263 ]
[zipcode=]충남 당진시 대호지면 장정리  47264 ]
[zipcode=]충남 당진시 대호지면 적서리  47265 ]
[zipcode=]충남 당진시 대호지면 조금리  47266 ]
[zipcode=]충남 당진시 대호지면 출포리  47267 ]
[zipcode=]충남 당진시 대호지면  47268 ]
[zipcode=]충남 당진시 면천면 대치리  47269 ]
[zipcode=]충남 당진시 면천면 문봉리  47270 ]
[zipcode=]충남 당진시 면천면 사기소리  47271 ]
[zipcode=]충남 당진시 면천면 삼웅리  47272 ]
[zipcode=]충남 당진시 면천면 성상리  47273 ]
[zipcode=]충남 당진시 면천면 성하리  47274 ]
[zipcode=]충남 당진시 면천면 송학리  47275 ]
[zipcode=]충남 당진시 면천면 원동리  47276 ]
[zipcode=]충남 당진시 면천면 율사리  47277 ]
[zipcode=]충남 당진시 면천면 자개리  47278 ]
[zipcode=]충남 당진시 면천면 죽동리  47279 ]
[zipcode=]충남 당진시 면천면  47280 ]
[zipcode=]충남 당진시 석문면 교로리  47281 ]
[zipcode=]충남 당진시 석문면 난지도리  47282 ]
[zipcode=]충남 당진시 석문면 삼봉리  47283 ]
[zipcode=]충남 당진시 석문면 삼화리  47284 ]
[zipcode=]충남 당진시 석문면 장고항리  47285 ]
[zipcode=]충남 당진시 석문면 초락도리  47286 ]
[zipcode=]충남 당진시 석문면 통정리  47287 ]
[zipcode=]충남 당진시 석문면  47288 ]
[zipcode=]충남 당진시 송산면 금암리 대상아파트 (101∼107동) 47289 ]
[zipcode=]충남 당진시 송산면 동곡리 현대제철주식회사  47290 ]
[zipcode=]충남 당진시 송산면 가곡리  47291 ]
[zipcode=]충남 당진시 송산면 금암리  47292 ]
[zipcode=]충남 당진시 송산면 당산리  47293 ]
[zipcode=]충남 당진시 송산면 도문리  47294 ]
[zipcode=]충남 당진시 송산면 동곡리  47295 ]
[zipcode=]충남 당진시 송산면 매곡리  47296 ]
[zipcode=]충남 당진시 송산면 명산리  47297 ]
[zipcode=]충남 당진시 송산면 무수리  47298 ]
[zipcode=]충남 당진시 송산면 부곡리  47299 ]
[zipcode=]충남 당진시 송산면 삼월리  47300 ]
[zipcode=]충남 당진시 송산면 상거리  47301 ]
[zipcode=]충남 당진시 송산면 송석리  47302 ]
[zipcode=]충남 당진시 송산면 유곡리  47303 ]
[zipcode=]충남 당진시 송산면  47304 ]
[zipcode=]충남 당진시 순성면 갈산리  47305 ]
[zipcode=]충남 당진시 순성면 광천리  47306 ]
[zipcode=]충남 당진시 순성면 나산리  47307 ]
[zipcode=]충남 당진시 순성면 백석리  47308 ]
[zipcode=]충남 당진시 순성면 본리  47309 ]
[zipcode=]충남 당진시 순성면 봉소리  47310 ]
[zipcode=]충남 당진시 순성면 성북리  47311 ]
[zipcode=]충남 당진시 순성면 아찬리  47312 ]
[zipcode=]충남 당진시 순성면 양유리  47313 ]
[zipcode=]충남 당진시 순성면 옥호리  47314 ]
[zipcode=]충남 당진시 순성면 중방리  47315 ]
[zipcode=]충남 당진시 순성면  47316 ]
[zipcode=]충남 당진시 신평면 거산리  47317 ]
[zipcode=]충남 당진시 신평면 금천리  47318 ]
[zipcode=]충남 당진시 신평면 남산리  47319 ]
[zipcode=]충남 당진시 신평면 도성리  47320 ]
[zipcode=]충남 당진시 신평면 매산리  47321 ]
[zipcode=]충남 당진시 신평면 부수리  47322 ]
[zipcode=]충남 당진시 신평면 상오리  47323 ]
[zipcode=]충남 당진시 신평면 신당리  47324 ]
[zipcode=]충남 당진시 신평면 신송리  47325 ]
[zipcode=]충남 당진시 신평면 신흥리  47326 ]
[zipcode=]충남 당진시 신평면 운정리  47327 ]
[zipcode=]충남 당진시 신평면 초대리  47328 ]
[zipcode=]충남 당진시 신평면 한정리  47329 ]
[zipcode=]충남 당진시 신평면  47330 ]
[zipcode=]충남 당진시 우강면 강문리  47331 ]
[zipcode=]충남 당진시 우강면 공포리  47332 ]
[zipcode=]충남 당진시 우강면 내경리  47333 ]
[zipcode=]충남 당진시 우강면 대포리  47334 ]
[zipcode=]충남 당진시 우강면 부장리  47335 ]
[zipcode=]충남 당진시 우강면 성원리  47336 ]
[zipcode=]충남 당진시 우강면 세류리  47337 ]
[zipcode=]충남 당진시 우강면 소반리  47338 ]
[zipcode=]충남 당진시 우강면 송산리  47339 ]
[zipcode=]충남 당진시 우강면 신촌리  47340 ]
[zipcode=]충남 당진시 우강면 원치리  47341 ]
[zipcode=]충남 당진시 우강면 창리  47342 ]
[zipcode=]충남 당진시 우강면  47343 ]
[zipcode=]충남 당진시 정미면 대운산리  47344 ]
[zipcode=]충남 당진시 정미면 대조리  47345 ]
[zipcode=]충남 당진시 정미면 덕마리  47346 ]
[zipcode=]충남 당진시 정미면 덕삼리  47347 ]
[zipcode=]충남 당진시 정미면 도산리  47348 ]
[zipcode=]충남 당진시 정미면 매방리  47349 ]
[zipcode=]충남 당진시 정미면 모평리  47350 ]
[zipcode=]충남 당진시 정미면 봉생리  47351 ]
[zipcode=]충남 당진시 정미면 봉성리  47352 ]
[zipcode=]충남 당진시 정미면 사관리  47353 ]
[zipcode=]충남 당진시 정미면 산성리  47354 ]
[zipcode=]충남 당진시 정미면 수당리  47355 ]
[zipcode=]충남 당진시 정미면 승산리  47356 ]
[zipcode=]충남 당진시 정미면 신시리  47357 ]
[zipcode=]충남 당진시 정미면 우산리  47358 ]
[zipcode=]충남 당진시 정미면 천의리  47359 ]
[zipcode=]충남 당진시 정미면 하성리  47360 ]
[zipcode=]충남 당진시 정미면  47361 ]
[zipcode=]충남 보령시 궁촌동 SK뷰아파트 (101∼108동) 47362 ]
[zipcode=]충남 보령시 궁촌동 보령우체국  47363 ]
[zipcode=]충남 보령시 궁촌동  47364 ]
[zipcode=]충남 보령시 남곡동  47365 ]
[zipcode=]충남 보령시 내항동  47366 ]
[zipcode=]충남 보령시 대천1동 보령경찰서  47367 ]
[zipcode=]충남 보령시 대천1동 태영아파트  47368 ]
[zipcode=]충남 보령시 대천1동 1∼137 47369 ]
[zipcode=]충남 보령시 대천1동 195∼210 47370 ]
[zipcode=]충남 보령시 대천1동 211∼320 47371 ]
[zipcode=]충남 보령시 대천1동 321∼361 47372 ]
[zipcode=]충남 보령시 대천1동 1200∼1600 47373 ]
[zipcode=]충남 보령시 대천1동  47374 ]
[zipcode=]충남 보령시 대천2동 국민건강보험공단  47375 ]
[zipcode=]충남 보령시 대천2동 대림빌딩  47376 ]
[zipcode=]충남 보령시 대천2동 동부아파트  47377 ]
[zipcode=]충남 보령시 대천2동 흥화아파트  47378 ]
[zipcode=]충남 보령시 대천2동 138∼194 47379 ]
[zipcode=]충남 보령시 대천2동 362∼455 47380 ]
[zipcode=]충남 보령시 대천2동 456∼460 47381 ]
[zipcode=]충남 보령시 대천2동 461∼1199 47382 ]
[zipcode=]충남 보령시 대천2동  47383 ]
[zipcode=]충남 보령시 대천동  47384 ]
[zipcode=]충남 보령시 동대동 국민연금공단보령지사  47385 ]
[zipcode=]충남 보령시 동대동 동대휴먼시아3단지아파트 (301∼306동) 47386 ]
[zipcode=]충남 보령시 동대동 동대휴먼시아4단지아파트 (401∼409동) 47387 ]
[zipcode=]충남 보령시 동대동 주공1차아파트 (101∼109동) 47388 ]
[zipcode=]충남 보령시 동대동 주공2차아파트 (110∼117동) 47389 ]
[zipcode=]충남 보령시 동대동 현대아파트  47390 ]
[zipcode=]충남 보령시 동대동 1∼649 47391 ]
[zipcode=]충남 보령시 동대동 650∼810 47392 ]
[zipcode=]충남 보령시 동대동 811∼869 47393 ]
[zipcode=]충남 보령시 동대동 870∼1350 47394 ]
[zipcode=]충남 보령시 동대동 1351∼2000 47395 ]
[zipcode=]충남 보령시 동대동  47396 ]
[zipcode=]충남 보령시 명천동 대전지방노동청보령지청  47397 ]
[zipcode=]충남 보령시 명천동 동대주공3차아파트 (118∼124동) 47398 ]
[zipcode=]충남 보령시 명천동 보령명천코아루아파트 (101∼109동) 47399 ]
[zipcode=]충남 보령시 명천동 보령시청  47400 ]
[zipcode=]충남 보령시 명천동 주공1차아파트 (101∼109동) 47401 ]
[zipcode=]충남 보령시 명천동 주공2차아파트 (201∼207동) 47402 ]
[zipcode=]충남 보령시 명천동 주공3차아파트 (301∼310동) 47403 ]
[zipcode=]충남 보령시 명천동 주공4차아파트 (311∼315동) 47404 ]
[zipcode=]충남 보령시 명천동 주공5차아파트 (316∼326동) 47405 ]
[zipcode=]충남 보령시 명천동 1∼199 47406 ]
[zipcode=]충남 보령시 명천동 200∼799 47407 ]
[zipcode=]충남 보령시 명천동 800∼1500 47408 ]
[zipcode=]충남 보령시 명천동 산1∼50 47409 ]
[zipcode=]충남 보령시 명천동  47410 ]
[zipcode=]충남 보령시 신흑동 유성산호아파트  47411 ]
[zipcode=]충남 보령시 신흑동 1∼428 47412 ]
[zipcode=]충남 보령시 신흑동 429∼800 47413 ]
[zipcode=]충남 보령시 신흑동 801∼839 47414 ]
[zipcode=]충남 보령시 신흑동 840∼950 47415 ]
[zipcode=]충남 보령시 신흑동 951∼2040 47416 ]
[zipcode=]충남 보령시 신흑동 2041∼2500 47417 ]
[zipcode=]충남 보령시 신흑동  47418 ]
[zipcode=]충남 보령시 요암동  47419 ]
[zipcode=]충남 보령시 죽정동 대우아파트  47420 ]
[zipcode=]충남 보령시 죽정동 보령아산병원  47421 ]
[zipcode=]충남 보령시 죽정동 보령죽정주공아파트 (101∼110동) 47422 ]
[zipcode=]충남 보령시 죽정동 부경파크빌아파트 (101∼105동) 47423 ]
[zipcode=]충남 보령시 죽정동 유성1차아파트 (101∼110동) 47424 ]
[zipcode=]충남 보령시 죽정동 유성2차아파트 (101∼106동) 47425 ]
[zipcode=]충남 보령시 죽정동 한전아파트  47426 ]
[zipcode=]충남 보령시 죽정동 현대아파트  47427 ]
[zipcode=]충남 보령시 죽정동  47428 ]
[zipcode=]충남 보령시 화산동  47429 ]
[zipcode=]충남 보령시 웅천읍 관당리  47430 ]
[zipcode=]충남 보령시 웅천읍 구룡리  47431 ]
[zipcode=]충남 보령시 웅천읍 노천리  47432 ]
[zipcode=]충남 보령시 웅천읍 대창리  47433 ]
[zipcode=]충남 보령시 웅천읍 대천리  47434 ]
[zipcode=]충남 보령시 웅천읍 독산리  47435 ]
[zipcode=]충남 보령시 웅천읍 두룡리  47436 ]
[zipcode=]충남 보령시 웅천읍 성동리  47437 ]
[zipcode=]충남 보령시 웅천읍 소황리  47438 ]
[zipcode=]충남 보령시 웅천읍 수부리  47439 ]
[zipcode=]충남 보령시 웅천읍 죽청리  47440 ]
[zipcode=]충남 보령시 웅천읍 평리  47441 ]
[zipcode=]충남 보령시 웅천읍 황교리  47442 ]
[zipcode=]충남 보령시 웅천읍  47443 ]
[zipcode=]충남 보령시 남포면 달산리  47444 ]
[zipcode=]충남 보령시 남포면 봉덕리  47445 ]
[zipcode=]충남 보령시 남포면 삼현리  47446 ]
[zipcode=]충남 보령시 남포면 소송리  47447 ]
[zipcode=]충남 보령시 남포면 신흥리  47448 ]
[zipcode=]충남 보령시 남포면 양기리  47449 ]
[zipcode=]충남 보령시 남포면 양항리  47450 ]
[zipcode=]충남 보령시 남포면 옥동리  47451 ]
[zipcode=]충남 보령시 남포면 옥서리  47452 ]
[zipcode=]충남 보령시 남포면 월전리  47453 ]
[zipcode=]충남 보령시 남포면 읍내리  47454 ]
[zipcode=]충남 보령시 남포면 제석리  47455 ]
[zipcode=]충남 보령시 남포면 창동리  47456 ]
[zipcode=]충남 보령시 남포면  47457 ]
[zipcode=]충남 보령시 미산면 남심리  47458 ]
[zipcode=]충남 보령시 미산면 내평리  47459 ]
[zipcode=]충남 보령시 미산면 늑전리  47460 ]
[zipcode=]충남 보령시 미산면 대농리  47461 ]
[zipcode=]충남 보령시 미산면 도화담리  47462 ]
[zipcode=]충남 보령시 미산면 도흥리  47463 ]
[zipcode=]충남 보령시 미산면 봉성리  47464 ]
[zipcode=]충남 보령시 미산면 삼계리  47465 ]
[zipcode=]충남 보령시 미산면 옥현리  47466 ]
[zipcode=]충남 보령시 미산면 용수리  47467 ]
[zipcode=]충남 보령시 미산면 은현리  47468 ]
[zipcode=]충남 보령시 미산면 평라리  47469 ]
[zipcode=]충남 보령시 미산면 풍계리  47470 ]
[zipcode=]충남 보령시 미산면 풍산리  47471 ]
[zipcode=]충남 보령시 미산면  47472 ]
[zipcode=]충남 보령시 성주면 개화리  47473 ]
[zipcode=]충남 보령시 성주면 성주1리  47474 ]
[zipcode=]충남 보령시 성주면 성주2리  47475 ]
[zipcode=]충남 보령시 성주면 성주3리  47476 ]
[zipcode=]충남 보령시 성주면 성주4리  47477 ]
[zipcode=]충남 보령시 성주면 성주5리  47478 ]
[zipcode=]충남 보령시 성주면 성주6리  47479 ]
[zipcode=]충남 보령시 성주면 성주7리  47480 ]
[zipcode=]충남 보령시 성주면 성주8리  47481 ]
[zipcode=]충남 보령시 성주면 성주리  47482 ]
[zipcode=]충남 보령시 성주면  47483 ]
[zipcode=]충남 보령시 오천면 한국중부발전(주)보령화력본부  47484 ]
[zipcode=]충남 보령시 오천면 갈현리  47485 ]
[zipcode=]충남 보령시 오천면 고대도리  47486 ]
[zipcode=]충남 보령시 오천면 교성리  47487 ]
[zipcode=]충남 보령시 오천면 녹도리 호도  47488 ]
[zipcode=]충남 보령시 오천면 녹도리  47489 ]
[zipcode=]충남 보령시 오천면 삽시도리  47490 ]
