[zipcode=]경북 경산시 갑제동 한국조폐공사화폐본부  34522 ]
[zipcode=]경북 경주시 건천읍 모량리  34988 ]
[zipcode=]경북 경주시 건천읍 방내리  34989 ]
[zipcode=]경북 경주시 건천읍 송선리  34990 ]
[zipcode=]경북 경주시 건천읍 신평1리  34991 ]
[zipcode=]경북 경주시 건천읍 신평2리  34992 ]
[zipcode=]경북 경주시 건천읍 신평리  34993 ]
[zipcode=]경북 경주시 건천읍 용명리  34994 ]
[zipcode=]경북 경주시 건천읍 조전리  34995 ]
[zipcode=]경북 경주시 건천읍 천포1리  34996 ]
[zipcode=]경북 경주시 건천읍 천포2리  34997 ]
[zipcode=]경북 경주시 건천읍 천포리  34998 ]
[zipcode=]경북 경주시 건천읍 화천리  34999 ]
[zipcode=]경북 경주시 건천읍  35000 ]
[zipcode=]경북 경주시 안강읍 갑산리  35001 ]
[zipcode=]경북 경주시 안강읍 강교리  35002 ]
[zipcode=]경북 경주시 안강읍 검단리  35003 ]
[zipcode=]경북 경주시 안강읍 근계리  35004 ]
[zipcode=]경북 경주시 안강읍 노당리  35005 ]
[zipcode=]경북 경주시 안강읍 대동리  35006 ]
[zipcode=]경북 경주시 안강읍 두류리  35007 ]
[zipcode=]경북 경주시 안강읍 사방리  35008 ]
[zipcode=]경북 경주시 안강읍 산대1리  35009 ]
[zipcode=]경북 경주시 안강읍 산대2리  35010 ]
[zipcode=]경북 경주시 안강읍 산대3리  35011 ]
[zipcode=]경북 경주시 안강읍 산대4리  35012 ]
[zipcode=]경북 경주시 안강읍 산대5리  35013 ]
[zipcode=]경북 경주시 안강읍 산대6리  35014 ]
[zipcode=]경북 경주시 안강읍 산대7리  35015 ]
[zipcode=]경북 경주시 안강읍 산대8리  35016 ]
[zipcode=]경북 경주시 안강읍 산대9리  35017 ]
[zipcode=]경북 경주시 안강읍 산대10리  35018 ]
[zipcode=]경북 경주시 안강읍 산대리  35019 ]
[zipcode=]경북 경주시 안강읍 산대리 에덴타운  35020 ]
[zipcode=]경북 경주시 안강읍 산대리 우방타운  35021 ]
[zipcode=]경북 경주시 안강읍 안강1리  35022 ]
[zipcode=]경북 경주시 안강읍 안강2리  35023 ]
[zipcode=]경북 경주시 안강읍 안강3리  35024 ]
[zipcode=]경북 경주시 안강읍 안강4리  35025 ]
[zipcode=]경북 경주시 안강읍 안강5리  35026 ]
[zipcode=]경북 경주시 안강읍 안강리  35027 ]
[zipcode=]경북 경주시 안강읍 양월1리  35028 ]
[zipcode=]경북 경주시 안강읍 양월2리  35029 ]
[zipcode=]경북 경주시 안강읍 양월3리  35030 ]
[zipcode=]경북 경주시 안강읍 양월4리  35031 ]
[zipcode=]경북 경주시 안강읍 양월5리  35032 ]
[zipcode=]경북 경주시 안강읍 양월6리  35033 ]
[zipcode=]경북 경주시 안강읍 양월리  35034 ]
[zipcode=]경북 경주시 안강읍 옥산리  35035 ]
[zipcode=]경북 경주시 안강읍 육통리  35036 ]
[zipcode=]경북 경주시 안강읍 청령리  35037 ]
[zipcode=]경북 경주시 안강읍 하곡리  35038 ]
[zipcode=]경북 경주시 안강읍  35039 ]
[zipcode=]경북 경주시 외동읍 구어공단  35040 ]
[zipcode=]경북 경주시 외동읍 금성아파트  35041 ]
[zipcode=]경북 경주시 외동읍 모화공단  35042 ]
[zipcode=]경북 경주시 외동읍 문산공단  35043 ]
[zipcode=]경북 경주시 외동읍 벽산아파트  35044 ]
[zipcode=]경북 경주시 외동읍 부성아파트  35045 ]
[zipcode=]경북 경주시 외동읍 삼아1차아파트  35046 ]
[zipcode=]경북 경주시 외동읍 삼아2차아파트  35047 ]
[zipcode=]경북 경주시 외동읍 개곡리  35048 ]
[zipcode=]경북 경주시 외동읍 괘릉리  35049 ]
[zipcode=]경북 경주시 외동읍 구어1리  35050 ]
[zipcode=]경북 경주시 외동읍 구어2리  35051 ]
[zipcode=]경북 경주시 외동읍 구어리  35052 ]
[zipcode=]경북 경주시 외동읍 냉천리 1∼550 35053 ]
[zipcode=]경북 경주시 외동읍 냉천리 551∼999 35054 ]
[zipcode=]경북 경주시 외동읍 냉천리 1000∼1200 35055 ]
[zipcode=]경북 경주시 외동읍 녹동리  35056 ]
[zipcode=]경북 경주시 외동읍 말방리  35057 ]
[zipcode=]경북 경주시 외동읍 모화1리  35058 ]
[zipcode=]경북 경주시 외동읍 모화2리  35059 ]
[zipcode=]경북 경주시 외동읍 모화3리  35060 ]
[zipcode=]경북 경주시 외동읍 모화4리  35061 ]
[zipcode=]경북 경주시 외동읍 모화5리  35062 ]
[zipcode=]경북 경주시 외동읍 모화리 삼원아파트  35063 ]
[zipcode=]경북 경주시 외동읍 모화리  35064 ]
[zipcode=]경북 경주시 외동읍 문산1리  35065 ]
[zipcode=]경북 경주시 외동읍 문산2리  35066 ]
[zipcode=]경북 경주시 외동읍 문산리  35067 ]
[zipcode=]경북 경주시 외동읍 방어리  35068 ]
[zipcode=]경북 경주시 외동읍 북토리  35069 ]
[zipcode=]경북 경주시 외동읍 석계리  35070 ]
[zipcode=]경북 경주시 외동읍 신계리  35071 ]
[zipcode=]경북 경주시 외동읍 연안리  35072 ]
[zipcode=]경북 경주시 외동읍 입실1리  35073 ]
[zipcode=]경북 경주시 외동읍 입실2리  35074 ]
[zipcode=]경북 경주시 외동읍 입실3리  35075 ]
[zipcode=]경북 경주시 외동읍 입실리  35076 ]
[zipcode=]경북 경주시 외동읍 제내리  35077 ]
[zipcode=]경북 경주시 외동읍 죽동리  35078 ]
[zipcode=]경북 경주시 외동읍 활성리  35079 ]
[zipcode=]경북 경주시 외동읍  35080 ]
[zipcode=]경북 경주시 강동면 국당1리  35081 ]
[zipcode=]경북 경주시 강동면 국당2리  35082 ]
[zipcode=]경북 경주시 강동면 국당3리  35083 ]
[zipcode=]경북 경주시 강동면 국당4리  35084 ]
[zipcode=]경북 경주시 강동면 국당리  35085 ]
[zipcode=]경북 경주시 강동면 다산리  35086 ]
[zipcode=]경북 경주시 강동면 단구리  35087 ]
[zipcode=]경북 경주시 강동면 모서리  35088 ]
[zipcode=]경북 경주시 강동면 안계리  35089 ]
[zipcode=]경북 경주시 강동면 양동리  35090 ]
[zipcode=]경북 경주시 강동면 오금1리  35091 ]
[zipcode=]경북 경주시 강동면 오금2리  35092 ]
[zipcode=]경북 경주시 강동면 오금3리  35093 ]
[zipcode=]경북 경주시 강동면 오금4리  35094 ]
[zipcode=]경북 경주시 강동면 오금리  35095 ]
[zipcode=]경북 경주시 강동면 왕신리  35096 ]
[zipcode=]경북 경주시 강동면 유금리 위덕대학교  35097 ]
[zipcode=]경북 경주시 강동면 유금리  35098 ]
[zipcode=]경북 경주시 강동면 인동리  35099 ]
[zipcode=]경북 경주시 강동면 호명리  35100 ]
[zipcode=]경북 경주시 강동면  35101 ]
[zipcode=]경북 경주시 내남면 노곡리  35102 ]
[zipcode=]경북 경주시 내남면 덕천1리  35103 ]
[zipcode=]경북 경주시 내남면 덕천2리  35104 ]
[zipcode=]경북 경주시 내남면 덕천3리  35105 ]
[zipcode=]경북 경주시 내남면 덕천리  35106 ]
[zipcode=]경북 경주시 내남면 망성리  35107 ]
[zipcode=]경북 경주시 내남면 명계리  35108 ]
[zipcode=]경북 경주시 내남면 박달리  35109 ]
[zipcode=]경북 경주시 내남면 부지리  35110 ]
[zipcode=]경북 경주시 내남면 비지리  35111 ]
[zipcode=]경북 경주시 내남면 상신리  35112 ]
[zipcode=]경북 경주시 내남면 안심리  35113 ]
[zipcode=]경북 경주시 내남면 용장리  35114 ]
[zipcode=]경북 경주시 내남면 월산리  35115 ]
[zipcode=]경북 경주시 내남면 이조리  35116 ]
[zipcode=]경북 경주시 내남면 화곡리  35117 ]
[zipcode=]경북 경주시 내남면  35118 ]
[zipcode=]경북 경주시 산내면 감산리  35119 ]
[zipcode=]경북 경주시 산내면 내일1리  35120 ]
[zipcode=]경북 경주시 산내면 내일2리  35121 ]
[zipcode=]경북 경주시 산내면 내일리  35122 ]
[zipcode=]경북 경주시 산내면 내칠리  35123 ]
[zipcode=]경북 경주시 산내면 대현리  35124 ]
[zipcode=]경북 경주시 산내면 신원1리  35125 ]
[zipcode=]경북 경주시 산내면 신원2리  35126 ]
[zipcode=]경북 경주시 산내면 신원리  35127 ]
[zipcode=]경북 경주시 산내면 외칠리  35128 ]
[zipcode=]경북 경주시 산내면 우라리  35129 ]
[zipcode=]경북 경주시 산내면 의곡1리  35130 ]
[zipcode=]경북 경주시 산내면 의곡2리  35131 ]
[zipcode=]경북 경주시 산내면 의곡리  35132 ]
[zipcode=]경북 경주시 산내면 일부리  35133 ]
[zipcode=]경북 경주시 산내면  35134 ]
[zipcode=]경북 경주시 서면 도계리  35135 ]
[zipcode=]경북 경주시 서면 도리  35136 ]
[zipcode=]경북 경주시 서면 사라리  35137 ]
[zipcode=]경북 경주시 서면 서오리  35138 ]
[zipcode=]경북 경주시 서면 심곡리  35139 ]
[zipcode=]경북 경주시 서면 아화리  35140 ]
[zipcode=]경북 경주시 서면 운대리  35141 ]
[zipcode=]경북 경주시 서면 천촌리  35142 ]
[zipcode=]경북 경주시 서면  35143 ]
[zipcode=]경북 경주시 양남면 기구리  35144 ]
[zipcode=]경북 경주시 양남면 나산리  35145 ]
[zipcode=]경북 경주시 양남면 나아리 월성원자력본부  35146 ]
[zipcode=]경북 경주시 양남면 나아리  35147 ]
[zipcode=]경북 경주시 양남면 상계리  35148 ]
[zipcode=]경북 경주시 양남면 상라리  35149 ]
[zipcode=]경북 경주시 양남면 서동리  35150 ]
[zipcode=]경북 경주시 양남면 석읍리  35151 ]
[zipcode=]경북 경주시 양남면 석촌리  35152 ]
[zipcode=]경북 경주시 양남면 수렴리  35153 ]
[zipcode=]경북 경주시 양남면 신대리  35154 ]
[zipcode=]경북 경주시 양남면 신서리  35155 ]
[zipcode=]경북 경주시 양남면 읍천리  35156 ]
[zipcode=]경북 경주시 양남면 하서리  35157 ]
[zipcode=]경북 경주시 양남면 환서리  35158 ]
[zipcode=]경북 경주시 양남면 효동리  35159 ]
[zipcode=]경북 경주시 양남면  35160 ]
[zipcode=]경북 경주시 양북면 구길리  35161 ]
[zipcode=]경북 경주시 양북면 권이리  35162 ]
[zipcode=]경북 경주시 양북면 두산리  35163 ]
[zipcode=]경북 경주시 양북면 범곡리  35164 ]
[zipcode=]경북 경주시 양북면 봉길리  35165 ]
[zipcode=]경북 경주시 양북면 송전리  35166 ]
[zipcode=]경북 경주시 양북면 안동리  35167 ]
[zipcode=]경북 경주시 양북면 어일리  35168 ]
[zipcode=]경북 경주시 양북면 와읍리  35169 ]
[zipcode=]경북 경주시 양북면 용당리  35170 ]
[zipcode=]경북 경주시 양북면 용동리  35171 ]
[zipcode=]경북 경주시 양북면 입천리  35172 ]
[zipcode=]경북 경주시 양북면 장항리  35173 ]
[zipcode=]경북 경주시 양북면 죽전리  35174 ]
[zipcode=]경북 경주시 양북면 호암리  35175 ]
[zipcode=]경북 경주시 양북면  35176 ]
[zipcode=]경북 경주시 천북면 갈곡리  35177 ]
[zipcode=]경북 경주시 천북면 덕산리  35178 ]
[zipcode=]경북 경주시 천북면 동산리  35179 ]
[zipcode=]경북 경주시 천북면 모아1리  35180 ]
[zipcode=]경북 경주시 천북면 모아2리  35181 ]
[zipcode=]경북 경주시 천북면 모아리  35182 ]
[zipcode=]경북 경주시 천북면 물천리  35183 ]
[zipcode=]경북 경주시 천북면 성지리  35184 ]
[zipcode=]경북 경주시 천북면 신당리  35185 ]
[zipcode=]경북 경주시 천북면 오야리  35186 ]
[zipcode=]경북 경주시 천북면 화산리  35187 ]
[zipcode=]경북 경주시 천북면  35188 ]
[zipcode=]경북 경주시 현곡면 가정리  35189 ]
[zipcode=]경북 경주시 현곡면 금장1리  35190 ]
[zipcode=]경북 경주시 현곡면 금장2리  35191 ]
[zipcode=]경북 경주시 현곡면 금장3리  35192 ]
[zipcode=]경북 경주시 현곡면 금장4리  35193 ]
[zipcode=]경북 경주시 현곡면 금장5리  35194 ]
[zipcode=]경북 경주시 현곡면 금장6리  35195 ]
[zipcode=]경북 경주시 현곡면 금장7리  35196 ]
[zipcode=]경북 경주시 현곡면 금장8리  35197 ]
[zipcode=]경북 경주시 현곡면 금장9리  35198 ]
[zipcode=]경북 경주시 현곡면 금장10리  35199 ]
[zipcode=]경북 경주시 현곡면 금장8리 세정스위츠리버아파트 (101∼105동) 35200 ]
[zipcode=]경북 경주시 현곡면 금장4리 삼성강변타운  35201 ]
[zipcode=]경북 경주시 현곡면 금장5리 신한토탈아파트  35202 ]
[zipcode=]경북 경주시 현곡면 금장7리 새한센시빌아파트 (101∼110동) 35203 ]
[zipcode=]경북 경주시 현곡면 금장9리 금장주공아파트 (101∼112동) 35204 ]
[zipcode=]경북 경주시 현곡면 금장리  35205 ]
[zipcode=]경북 경주시 현곡면 남사리  35206 ]
[zipcode=]경북 경주시 현곡면 라원리  35207 ]
[zipcode=]경북 경주시 현곡면 래태리  35208 ]
[zipcode=]경북 경주시 현곡면 무과리  35209 ]
[zipcode=]경북 경주시 현곡면 상구리  35210 ]
[zipcode=]경북 경주시 현곡면 소현리  35211 ]
[zipcode=]경북 경주시 현곡면 오류리  35212 ]
[zipcode=]경북 경주시 현곡면 하구리  35213 ]
[zipcode=]경북 경주시 현곡면  35214 ]
[zipcode=]경북 경주시 경주우체국사서함  35215 ]
[zipcode=]경북 구미시 거의동  35216 ]
[zipcode=]경북 구미시 공단1동 내외산업  35217 ]
[zipcode=]경북 구미시 공단1동 비산주공아파트단지  35218 ]
[zipcode=]경북 구미시 공단1동 삼성전자아파트 (1∼4동) 35219 ]
[zipcode=]경북 구미시 공단1동 엘아이지넥스원  35220 ]
[zipcode=]경북 구미시 공단1동 엘지전자1공장  35221 ]
[zipcode=]경북 구미시 공단1동 오리온전기3공장  35222 ]
[zipcode=]경북 구미시 공단1동 장한아파트  35223 ]
[zipcode=]경북 구미시 공단1동 (주)케이이씨  35224 ]
[zipcode=]경북 구미시 공단1동 한국전기초자  35225 ]
[zipcode=]경북 구미시 공단1동 1∼114 35226 ]
[zipcode=]경북 구미시 공단1동 115∼184 35227 ]
[zipcode=]경북 구미시 공단1동  35228 ]
[zipcode=]경북 구미시 공단2동 (주)새한  35229 ]
[zipcode=]경북 구미시 공단2동 공단3차주공아파트  35230 ]
[zipcode=]경북 구미시 공단2동 구미순천향병원  35231 ]
[zipcode=]경북 구미시 공단2동 삼성전자  35232 ]
[zipcode=]경북 구미시 공단2동 엘에스전선(주)구미공장  35233 ]
[zipcode=]경북 구미시 공단2동 엘지정보통신  35234 ]
[zipcode=]경북 구미시 공단2동 제일모직  35235 ]
[zipcode=]경북 구미시 공단2동 코오롱  35236 ]
[zipcode=]경북 구미시 공단2동 파라디아아파트 (101∼112동) 35237 ]
[zipcode=]경북 구미시 공단2동 185∼209 35238 ]
[zipcode=]경북 구미시 공단2동 210∼254 35239 ]
[zipcode=]경북 구미시 공단2동 255∼256 35240 ]
[zipcode=]경북 구미시 공단2동 257∼266 35241 ]
[zipcode=]경북 구미시 공단2동 267∼330 35242 ]
[zipcode=]경북 구미시 공단2동  35243 ]
[zipcode=]경북 구미시 공단동  35244 ]
[zipcode=]경북 구미시 광평동 광평푸르지오1차아파트 (101∼106동) 35245 ]
[zipcode=]경북 구미시 광평동 광평푸르지오2차아파트 (201∼204동) 35246 ]
[zipcode=]경북 구미시 광평동  35247 ]
[zipcode=]경북 구미시 구평동 대우푸르지오아파트  35248 ]
[zipcode=]경북 구미시 구평동 부영6단지 (601∼607동) 35249 ]
[zipcode=]경북 구미시 구평동 부영7단지 (701∼711동) 35250 ]
[zipcode=]경북 구미시 구평동 부영8단지 (801∼807동) 35251 ]
[zipcode=]경북 구미시 구평동 부영아파트 (101∼507동) 35252 ]
[zipcode=]경북 구미시 구평동  35253 ]
[zipcode=]경북 구미시 구포동 성원아파트  35254 ]
[zipcode=]경북 구미시 구포동 엘지마이크론  35255 ]
[zipcode=]경북 구미시 구포동  35256 ]
[zipcode=]경북 구미시 금전동  35257 ]
[zipcode=]경북 구미시 남통동 경북외국어고등학교  35258 ]
[zipcode=]경북 구미시 남통동 금오청구아파트 (101∼109동) 35259 ]
[zipcode=]경북 구미시 남통동 금오산금호어울림1단지아파트 (101∼103동) 35260 ]
[zipcode=]경북 구미시 남통동 금오산금호어울림2단지아파트 (201∼206동) 35261 ]
[zipcode=]경북 구미시 남통동 남통e-편한세상아파트 (101∼111동) 35262 ]
[zipcode=]경북 구미시 남통동 남통두산1차아파트  35263 ]
[zipcode=]경북 구미시 남통동 남통두산2차아파트  35264 ]
[zipcode=]경북 구미시 남통동  35265 ]
[zipcode=]경북 구미시 도량동 귀빈맨션 (101∼103동) 35266 ]
[zipcode=]경북 구미시 도량동 도량뜨란채5단지아파트 (501∼511동) 35267 ]
[zipcode=]경북 구미시 도량동 도량주공그린빌아파트 (201∼205동) 35268 ]
[zipcode=]경북 구미시 도량동 럭키아파트  35269 ]
[zipcode=]경북 구미시 도량동 주공아파트 (101∼210동) 35270 ]
[zipcode=]경북 구미시 도량동 주공아파트 (301∼322동) 35271 ]
[zipcode=]경북 구미시 도량동 주공아파트 (401∼409동) 35272 ]
[zipcode=]경북 구미시 도량동 파크맨션 (101∼110동) 35273 ]
[zipcode=]경북 구미시 도량동 한빛아파트 (101∼108동) 35274 ]
[zipcode=]경북 구미시 도량동 1∼89 35275 ]
[zipcode=]경북 구미시 도량동 90∼500 35276 ]
[zipcode=]경북 구미시 도량동 501∼791 35277 ]
[zipcode=]경북 구미시 도량동 792-(1∼150) 35278 ]
[zipcode=]경북 구미시 도량동 792-(151∼304) 35279 ]
[zipcode=]경북 구미시 도량동 793∼820 35280 ]
[zipcode=]경북 구미시 도량동 산24 35281 ]
[zipcode=]경북 구미시 도량동 산26∼27 35282 ]
[zipcode=]경북 구미시 도량동 산43 35283 ]
[zipcode=]경북 구미시 도량동 산66 35284 ]
[zipcode=]경북 구미시 도량동  35285 ]
[zipcode=]경북 구미시 봉곡동 구미봉곡코아루아파트 (101∼108동) 35286 ]
[zipcode=]경북 구미시 봉곡동 구미봉곡뜨란채아파트 (101∼114동) 35287 ]
[zipcode=]경북 구미시 봉곡동 세양청마루아파트  35288 ]
